5208 - PLAZA MATHEU	 	 Emitido el 01/12/2025 	 	 Frecuencia: MENSUAL
NADAL Y ZACCARO SA	 	CUIT	30657033770	 CBU: 0140191801520805008070
	 			   CUENTA CORRIENTE EN PESOS
	 			   2-CTA CTE PERSONA JURIDICA
	 			 50080/7
7 ESQ.63 1500
LA PLATA	 	 	 	 Cantidad de Titulares: 001
----------------------------------------------------------------------------------------------------------- 
----------------------------------------------------------------------------------------------------------- 
FECHA,CONCEPTO,IMPORTE,Fecha Valor,Saldo
31/10/2025,SALDO ANTERIOR,0,,42860591.28 
03/11/2025,CHEQUE DE CAMARA 007712638,-2659776.00,03-11,40200815.28 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1952 CONTABILIDAD Y CONCILIACI,-15958.66,03-11,40184856.62 
03/11/2025,CHEQUE DE CAMARA 011210338,-2179542.11,03-11,38005314.51 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1952 CONTABILIDAD Y CONCILIACI,-13077.25,03-11,37992237.26 
03/11/2025,CHEQUE DE CAMARA 013093351,-1000000.00,03-11,36992237.26 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1950 COMPENSACION DE VALORES,-6000.00,03-11,36986237.26 
03/11/2025,CHEQUE DE CAMARA 013093369,-5593601.13,03-11,31392636.13 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1950 COMPENSACION DE VALORES,-33561.61,03-11,31359074.52 
03/11/2025,CR.DEBIN 01/11-S.941211 C:30657033770,31690.24,03-11,31390764.76 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-190.14,03-11,31390574.62 
03/11/2025,RETENCION ARBA,-792.20,03-11,31389782.42 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-4.75,03-11,31389777.67 
03/11/2025,CR.DEBIN 01/11-S.655420 C:30657033770,5941.92,03-11,31395719.59 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-35.65,03-11,31395683.94 
03/11/2025,RETENCION ARBA,-148.50,03-11,31395535.44 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-0.89,03-11,31395534.55 
03/11/2025,CR.DEBIN 01/11-S.961142 C:30657033770,16835.44,03-11,31412369.99 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-101.01,03-11,31412268.98 
03/11/2025,RETENCION ARBA,-420.80,03-11,31411848.18 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-2.52,03-11,31411845.66 
03/11/2025,BIP DB.TR.01/11-C.790279 D:20107930273 N:CASSISI JOSE,-1064800.00,03-11,30347045.66 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-6388.80,03-11,30340656.86 
03/11/2025,COMISION TRANSFERENCIA/GIRO,-4635.00,03-11,30336021.86 
03/11/2025,CR.DEBIN 01/11-S.347767 C:30657033770,22777.36,03-11,30358799.22 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-136.66,03-11,30358662.56 
03/11/2025,RETENCION ARBA,-569.40,03-11,30358093.16 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-3.42,03-11,30358089.74 
03/11/2025,CR.DEBIN 01/11-S.232630 C:30657033770,8912.88,03-11,30367002.62 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-53.48,03-11,30366949.14 
03/11/2025,RETENCION ARBA,-222.80,03-11,30366726.34 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-1.34,03-11,30366725.00 
03/11/2025,PAGO CUOTA,COM,GASTOS PRESTAMO 1987 BIYCSA,-1046081.23,03-11,29320643.77 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-6276.49,03-11,29314367.28 
03/11/2025,CR.TRAN. 30574816870 AMERICAN EXPRESS,157989.91,03-11,29472357.19 
03/11/2025,IMPUESTO CREDITO -LEY 25413    0001,-947.94,03-11,29471409.25 
03/11/2025,RETENCION ARBA                 0001,-3949.70,03-11,29467459.55 
03/11/2025,IMPUESTO DEBITO -LEY 25413     0001,-23.70,03-11,29467435.85 
03/11/2025,CR.DEBIN 03/11-S.997279 C:30657033770,5941.92,03-11,29473377.77 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-35.65,03-11,29473342.12 
03/11/2025,RETENCION ARBA,-148.50,03-11,29473193.62 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-0.89,03-11,29473192.73 
03/11/2025,CR.DEBIN 03/11-S.004106 C:30657033770,6932.24,03-11,29480124.97 
03/11/2025,IMPUESTO CREDITO -LEY 25413,-41.59,03-11,29480083.38 
03/11/2025,RETENCION ARBA,-173.30,03-11,29479910.08 
03/11/2025,IMPUESTO DEBITO -LEY 25413,-1.04,03-11,29479909.04 
03/11/2025,PAGOS A COMERCIOS VISA - L. 0000253798 - C. 00003907330,526585.95,03-11,30006494.99 
03/11/2025,IMPUESTO CREDITO -LEY 25413    1002 MEDIOS DE PAGO,-3159.52,03-11,30003335.47 
03/11/2025,RETENCION ARBA                 1002 MEDIOS DE PAGO,-13164.60,03-11,29990170.87 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1002 MEDIOS DE PAGO,-78.99,03-11,29990091.88 
03/11/2025,PAGOS A COMERCIOS VISA - L. 0000253883 - C. 00003907330,265435.70,03-11,30255527.58 
03/11/2025,IMPUESTO CREDITO -LEY 25413    1002 MEDIOS DE PAGO,-1592.61,03-11,30253934.97 
03/11/2025,RETENCION ARBA                 1002 MEDIOS DE PAGO,-6635.80,03-11,30247299.17 
03/11/2025,IMPUESTO DEBITO -LEY 25413     1002 MEDIOS DE PAGO,-39.81,03-11,30247259.36 
