5208 - PLAZA MATHEU	 	 Emitido el 02/03/2026 	 	 Frecuencia: MENSUAL
NADAL Y ZACCARO SA	 	CUIT	30657033770	 CBU: 0140191801520805008070
	 			   CUENTA CORRIENTE EN PESOS
	 			   2-CTA CTE PERSONA JURIDICA
	 			 50080/7
7 ESQ.63 1500
LA PLATA	 	 	 	 Cantidad de Titulares: 001
----------------------------------------------------------------------------------------------------------- 
----------------------------------------------------------------------------------------------------------- 
FECHA,CONCEPTO,IMPORTE,Fecha Valor,Saldo
30/01/2026,SALDO ANTERIOR,0,,49022795.49 
02/02/2026,CHEQUE DE CAMARA 008505371,-1852029.92,02-02,47170765.57 
02/02/2026,IMPUESTO LEY 25413             1952 CONTABILIDAD Y CONCILIACI,-11112.18,02-02,47159653.39 
02/02/2026,CR.DEBIN 31/01-S.184012 C:30657033770,31690.24,02-02,47191343.63 
02/02/2026,IMPUESTO CREDITO -LEY 25413,-190.14,02-02,47191153.49 
02/02/2026,RETENCION ARBA,-792.20,02-02,47190361.29 
02/02/2026,IMPUESTO LEY 25413,-4.75,02-02,47190356.54 
02/02/2026,CR.DEBIN 31/01-S.186160 C:30657033770,1188.38,02-02,47191544.92 
02/02/2026,IMPUESTO CREDITO -LEY 25413,-7.13,02-02,47191537.79 
02/02/2026,RETENCION ARBA,-29.70,02-02,47191508.09 
02/02/2026,IMPUESTO LEY 25413,-0.18,02-02,47191507.91 
02/02/2026,PAGO CUOTA DE PRESTAMO         1987 BIYCSA,-1044501.46,02-02,46147006.45 
02/02/2026,IMPUESTO LEY 25413,-6267.01,02-02,46140739.44 
02/02/2026,CR.TRAN. 30574816870 AMERICAN EXPRESS,67432.25,02-02,46208171.69 
02/02/2026,IMPUESTO CREDITO -LEY 25413    0001,-404.59,02-02,46207767.10 
02/02/2026,RETENCION ARBA                 0001,-1685.80,02-02,46206081.30 
02/02/2026,IMPUESTO LEY 25413             0001,-10.11,02-02,46206071.19 
02/02/2026,CR.DEBIN 02/02-S.235331 C:30657033770,3565.15,02-02,46209636.34 
02/02/2026,IMPUESTO CREDITO -LEY 25413,-21.39,02-02,46209614.95 
02/02/2026,RETENCION ARBA,-89.10,02-02,46209525.85 
02/02/2026,IMPUESTO LEY 25413,-0.53,02-02,46209525.32 
02/02/2026,PAGOS A COMERCIOS VISA - L. 0000263522 - C. 00003907330,332080.32,02-02,46541605.64 
02/02/2026,IMPUESTO CREDITO -LEY 25413    1002 MEDIOS DE PAGO,-1992.48,02-02,46539613.16 
02/02/2026,RETENCION ARBA                 1002 MEDIOS DE PAGO,-8302.00,02-02,46531311.16 
02/02/2026,IMPUESTO LEY 25413             1002 MEDIOS DE PAGO,-49.81,02-02,46531261.35 
02/02/2026,PAGOS A COMERCIOS MASTERCARD - L. 0000263560 - C. 00003907330,43119.90,02-02,46574381.25 
02/02/2026,IMPUESTO CREDITO -LEY 25413    1002 MEDIOS DE PAGO,-258.72,02-02,46574122.53 
02/02/2026,RETENCION ARBA                 1002 MEDIOS DE PAGO,-1077.90,02-02,46573044.63 
